method,metric,epsilon_subset,model_family,n_points,n_epsilon,n_censored,C_hat,parameter_name,parameter_hat,Delta_hat,alpha_hat,standard_error,bootstrap_CI,bootstrap_ci_low,bootstrap_ci_high,bootstrap_C_CI,bootstrap_C_ci_low,bootstrap_C_ci_high,bootstrap_successes,log_likelihood,log_R2,AIC,BIC,leave_one_out_error,residual_RMSE_log,sigma_log_time,converged,selected_fit
LSC-CP,W1,lowest_10,polynomial,60,10,0,0.8862732082242613,alpha_hat,0.4002665351697665,,0.4002665351697665,0.053381107782468094,"[0.33439477, 0.4720306]",0.3343947737448667,0.47203059817988535,"[0.7534605, 1.028216]",0.7534605042659338,1.0282160388532948,300,29.898055729734725,0.4837565042448745,-53.79611145946945,-47.51307777280315,-0.2972043435073343,0.14701223534412977,0.147012223386226,True,True
LSC-CP,W1,lowest_8,arrhenius,48,8,0,1.701930293448063,Delta_hat,0.027823001185047103,0.027823001185047103,,0.005917110661644366,"[0.020169218, 0.036175169]",0.020169218241010263,0.036175168779426094,"[1.540745, 1.8686315]",1.5407450077095808,1.8686315432328497,300,20.933083216749026,0.31536287832974297,-35.86616643349805,-30.252563400774378,-0.01653893607219163,0.15644599106918225,0.15644599070918194,True,False
LSC-CP,W1,lowest_8,polynomial,48,8,0,0.9494870736439542,alpha_hat,0.3750167378511875,,0.3750167378511875,0.07636875370994728,"[0.26265716, 0.49443116]",0.26265715805130146,0.4944311552065295,"[0.73114309, 1.2530297]",0.7311430899884344,1.2530296735843958,300,21.609438865714196,0.33438763727812015,-37.21887773142839,-31.60527469870472,-0.17081080163858745,0.1542570092725016,0.15425700836384718,True,True
LSC-CP,W1,uncensored_only,arrhenius,96,16,0,1.5790051974117818,Delta_hat,0.03313245993769343,0.03313245993769343,,0.0029539211053126904,"[0.028762539, 0.038594926]",0.028762538986021272,0.0385949264786879,"[1.5165275, 1.6400286]",1.51652754112035,1.640028637407189,299,51.7310746219229,0.5671942881972618,-97.4621492438458,-89.7691046694423,-0.3643238901940458,0.14116810088612627,0.14116810432139895,True,False
LSC-CP,W1,uncensored_only,polynomial,96,16,0,1.177900093227024,alpha_hat,0.2896016025456326,,0.2896016025456326,0.02494561412037924,"[0.25265057, 0.32510338]",0.2526505685072571,0.3251033818526246,"[1.1018176, 1.2630862]",1.101817608977002,1.2630861877005957,300,53.633524236253564,0.5840127720252926,-101.26704847250713,-93.57400389810363,-0.455505197295148,0.1383980843449874,0.13839808280008792,True,True
LSC-CP,CDF_sup,all,arrhenius,96,16,0,1.6236437055135822,Delta_hat,0.017601368375235456,0.017601368375235456,,0.00386492692140174,"[0.012939341, 0.022844407]",0.012939340706965992,0.022844406920428117,"[1.5623389, 1.6889754]",1.562338853215107,1.6889753878533642,297,25.925377437461087,0.17766056691389887,-45.850754874922174,-38.157710300518666,0.5104911629555012,0.18470514278427944,0.18470513848622166,True,False
LSC-CP,CDF_sup,all,polynomial,96,16,0,1.3477182489970492,alpha_hat,0.16902640531953783,,0.16902640531953783,0.03240719679201341,"[0.12279803, 0.21196221]",0.12279803459231287,0.21196221239041702,"[1.2497921, 1.4661189]",1.249792090120877,1.4661189455090158,299,28.512002179591775,0.22080196540468977,-51.02400435918355,-43.33095978478004,0.46833397530455495,0.17979489393875184,0.17979488831274565,True,True
LSC-CP,CDF_sup,exclude_largest_2,arrhenius,84,14,0,1.716806329545281,Delta_hat,0.013287016383411593,0.013287016383411593,,0.004351399057409901,"[0.0078245082, 0.018299811]",0.007824508236250142,0.018299811168535227,"[1.650061, 1.7937747]",1.6500610255549262,1.7937747293156217,299,21.737169069096566,0.09990963442614809,-37.47433813819313,-30.181887741663193,0.9773643058129965,0.18680044789679473,0.18680044808826987,True,False
LSC-CP,CDF_sup,exclude_largest_2,polynomial,84,14,0,1.453708652112572,alpha_hat,0.13708704807849573,,0.13708704807849573,0.04151599583725296,"[0.081837087, 0.19558212]",0.08183708742700053,0.19558212383912307,"[1.2963937, 1.6231542]",1.296393675571431,1.623154194780558,299,22.44204086343668,0.11488949403761117,-38.88408172687336,-31.59163133034342,0.918256480752368,0.18523950189563712,0.1852394923334154,True,True
LSC-CP,CDF_sup,lowest_10,arrhenius,60,10,0,1.7241585913871937,Delta_hat,0.012867567138729582,0.012867567138729582,,0.006557103049566134,"[0.0069287336, 0.01867715]",0.006928733553083768,0.018677149523857316,"[1.6354071, 1.8173506]",1.6354071305553135,1.8173505863670196,297,7.850051684928944,0.06031211199510966,-9.700103369857889,-3.4170696831915883,1.7594301566022268,0.212296217340116,0.21229621737340287,True,False
LSC-CP,CDF_sup,lowest_10,polynomial,60,10,0,1.329511024356228,alpha_hat,0.17148570599388302,,0.17148570599388302,0.07637765736163886,"[0.091822952, 0.25675718]",0.09182295162236642,0.25675717554693267,"[1.1084655, 1.5690785]",1.108465478703352,1.5690785076031337,300,8.404061260023722,0.07750606602638943,-10.808122520047444,-4.525088833381144,1.6785438557959245,0.2103450038416735,0.2103450024887752,True,True
LSC-CP,CDF_sup,lowest_8,arrhenius,48,8,0,1.8462660500680335,Delta_hat,0.008460182414192767,0.008460182414192767,,0.008604363423330054,"[0.0020399701, 0.013584883]",0.002039970116274291,0.013584883060743078,"[1.7516385, 1.9736401]",1.7516384535276588,1.973640059604761,300,2.960866210631721,0.019743574700205935,0.07826757873655765,5.6918706114602315,2.9065321003886493,0.22749585832397995,0.2274958568696581,True,False
LSC-CP,CDF_sup,lowest_8,polynomial,48,8,0,1.4512465979040519,alpha_hat,0.13935774506535523,,0.13935774506535523,0.11196356219662858,"[0.04497123, 0.22483588]",0.04497122992048571,0.22483587729293605,"[1.2236877, 1.7722032]",1.2236877454096,1.772203173023804,300,3.24464537715131,0.03126600041971339,-0.4892907543026199,5.124312278421054,2.834041970789974,0.22615485575563254,0.22615485349211412,True,True
LSC-CP,CDF_sup,uncensored_only,arrhenius,96,16,0,1.6236437055135822,Delta_hat,0.017601368375235456,0.017601368375235456,,0.00386492692140174,"[0.012797389, 0.022306371]",0.0127973893944852,0.022306370642686833,"[1.5576216, 1.6952754]",1.5576215858356692,1.6952753677284893,294,25.925377437461087,0.17766056691389887,-45.850754874922174,-38.157710300518666,0.5104911629555012,0.18470514278427944,0.18470513848622166,True,False
LSC-CP,CDF_sup,uncensored_only,polynomial,96,16,0,1.3477182489970492,alpha_hat,0.16902640531953783,,0.16902640531953783,0.03240719679201341,"[0.12907573, 0.21667565]",0.12907573334982436,0.21667564543510048,"[1.2228234, 1.460382]",1.2228234150042778,1.4603820272714716,300,28.512002179591775,0.22080196540468977,-51.02400435918355,-43.33095978478004,0.46833397530455495,0.17979489393875184,0.17979488831274565,True,True
